1	1	1
11	3	2
101	5	3
111	7	3
1001	9	4
1111	15	4
10001	17	5
10101	21	5
11011	27	5
11111	31	5
100001	33	6
101101	45	6
110011	51	6
111111	63	6
1000001	65	7
1001001	73	7
1010101	85	7
1011101	93	7
1100011	99	7
1101011	107	7
1110111	119	7
1111111	127	7
10000001	129	8
10011001	153	8
10100101	165	8
10111101	189	8
11000011	195	8
11011011	219	8
11100111	231	8
11111111	255	8
100000001	257	9
100010001	273	9
100101001	297	9
100111001	313	9
101000101	325	9
101010101	341	9
101101101	365	9
101111101	381	9
110000011	387	9
110010011	403	9
110101011	427	9
110111011	443	9
111000111	455	9
111010111	471	9
111101111	495	9
111111111	511	9
1000000001	513	10
1000110001	561	10
1001001001	585	10
1001111001	633	10
1010000101	645	10
1010110101	693	10
1011001101	717	10
1011111101	765	10
1100000011	771	10
1100110011	819	10
1101001011	843	10
1101111011	891	10
1110000111	903	10
1110110111	951	10
1111001111	975	10
1111111111	1023	10
10000000001	1025	11
10000100001	1057	11
10001010001	1105	11
10001110001	1137	11
10010001001	1161	11
10010101001	1193	11
10011011001	1241	11
10011111001	1273	11
10100000101	1285	11
10100100101	1317	11
10101010101	1365	11
10101110101	1397	11
10110001101	1421	11
10110101101	1453	11
10111011101	1501	11
10111111101	1533	11
11000000011	1539	11
11000100011	1571	11
11001010011	1619	11
11001110011	1651	11
11010001011	1675	11
11010101011	1707	11
11011011011	1755	11
11011111011	1787	11
11100000111	1799	11
11100100111	1831	11
11101010111	1879	11
11101110111	1911	11
11110001111	1935	11
11110101111	1967	11
11111011111	2015	11
11111111111	2047	11
100000000001	2049	12
100001100001	2145	12
100010010001	2193	12
100011110001	2289	12
100100001001	2313	12
100101101001	2409	12
100110011001	2457	12
100111111001	2553	12
101000000101	2565	12
101001100101	2661	12
101010010101	2709	12
101011110101	2805	12
101100001101	2829	12
101101101101	2925	12
101110011101	2973	12
101111111101	3069	12
110000000011	3075	12
110001100011	3171	12
110010010011	3219	12
110011110011	3315	12
110100001011	3339	12
110101101011	3435	12
110110011011	3483	12
110111111011	3579	12
111000000111	3591	12
111001100111	3687	12
111010010111	3735	12
111011110111	3831	12
111100001111	3855	12
111101101111	3951	12
111110011111	3999	12
111111111111	4095	12
1000000000001	4097	13
1000001000001	4161	13
1000010100001	4257	13
1000011100001	4321	13
1000100010001	4369	13
1000101010001	4433	13
1000110110001	4529	13
1000111110001	4593	13
1001000001001	4617	13
1001001001001	4681	13
1001010101001	4777	13
1001011101001	4841	13
1001100011001	4889	13
1001101011001	4953	13
1001110111001	5049	13
1001111111001	5113	13
1010000000101	5125	13
1010001000101	5189	13
1010010100101	5285	13
1010011100101	5349	13
1010100010101	5397	13
1010101010101	5461	13
1010110110101	5557	13
1010111110101	5621	13
1011000001101	5645	13
1011001001101	5709	13
1011010101101	5805	13
1011011101101	5869	13
1011100011101	5917	13
1011101011101	5981	13
1011110111101	6077	13
1011111111101	6141	13
1100000000011	6147	13
1100001000011	6211	13
1100010100011	6307	13
1100011100011	6371	13
1100100010011	6419	13
1100101010011	6483	13
1100110110011	6579	13
1100111110011	6643	13
1101000001011	6667	13
1101001001011	6731	13
1101010101011	6827	13
1101011101011	6891	13
1101100011011	6939	13
1101101011011	7003	13
1101110111011	7099	13
1101111111011	7163	13
1110000000111	7175	13
1110001000111	7239	13
1110010100111	7335	13
1110011100111	7399	13
1110100010111	7447	13
1110101010111	7511	13
1110110110111	7607	13
1110111110111	7671	13
1111000001111	7695	13
1111001001111	7759	13
1111010101111	7855	13
1111011101111	7919	13
1111100011111	7967	13
1111101011111	8031	13
1111110111111	8127	13
1111111111111	8191	13
10000000000001	8193	14
10000011000001	8385	14
10000100100001	8481	14
10000111100001	8673	14
10001000010001	8721	14
10001011010001	8913	14
10001100110001	9009	14
10001111110001	9201	14
10010000001001	9225	14
10010011001001	9417	14
9417
